contestId,index,name,rating,tags,solvedCount,vector
1296.0,E2,String Coloring (hard version),2000.0,data structures dp,3101.0,data structures dp 2000.0
1296.0,E1,String Coloring (easy version),1800.0,constructive algorithms dp graphs greedy sortings,4468.0,constructive algorithms dp graphs greedy sortings 1800.0
1296.0,D,Fight with Monsters,1500.0,greedy sortings,9404.0,greedy sortings 1500.0
1296.0,C,Yet Another Walking Robot,1500.0,data structures implementation,9809.0,data structures implementation 1500.0
1296.0,B,Food Buying,900.0,math,18193.0,math 900.0
1296.0,A,Array with Odd Sum,800.0,math,21193.0,math 800.0
1295.0,F,Good Contest,2700.0,combinatorics dp probabilities,468.0,combinatorics dp probabilities 2700.0
1295.0,E,Permutation Separation,2200.0,data structures divide and conquer,1610.0,data structures divide and conquer 2200.0
1295.0,D,Same GCDs,1800.0,math number theory,5081.0,math number theory 1800.0
1295.0,C,Obtain The String,1600.0,dp greedy strings,7989.0,dp greedy strings 1600.0
1295.0,B,Infinite Prefixes,1700.0,math strings,6732.0,math strings 1700.0
1295.0,A,Display The Number,900.0,greedy,15992.0,greedy 900.0
1294.0,F,Three Paths on a Tree,2000.0,dfs and similar dp greedy trees,3044.0,dfs and similar dp greedy trees 2000.0
1294.0,E,Obtain a Permutation,1900.0,greedy implementation math,3439.0,greedy implementation math 1900.0
1294.0,D,MEX maximizing,1600.0,data structures greedy implementation math,7420.0,data structures greedy implementation math 1600.0
1294.0,C,Product of Three Numbers,1300.0,greedy math number theory,15298.0,greedy math number theory 1300.0
1294.0,B,Collecting Packages,1200.0,implementation sortings,14523.0,implementation sortings 1200.0
1294.0,A,Collecting Coins,800.0,math,22231.0,math 800.0
1293.0,B,JOE is on TV!,1000.0,combinatorics greedy math,14049.0,combinatorics greedy math 1000.0
1293.0,A,ConneR and the A.R.C. Markland-N,1100.0,binary search brute force implementation,11392.0,binary search brute force implementation 1100.0
1292.0,F,Nora's Toy Boxes,3500.0,bitmasks combinatorics dp,74.0,bitmasks combinatorics dp 3500.0
1292.0,E,Rin and The Unknown Flower,3500.0,constructive algorithms greedy interactive math,112.0,constructive algorithms greedy interactive math 3500.0
1292.0,D,Chaotic V.,2700.0,dp graphs greedy math number theory trees,503.0,dp graphs greedy math number theory trees 2700.0
1292.0,C,Xenon's Attack on the Gangs,2300.0,combinatorics dfs and similar dp greedy trees,1251.0,combinatorics dfs and similar dp greedy trees 2300.0
1292.0,B,Aroma's Search,1700.0,brute force constructive algorithms geometry greedy implementation,4198.0,brute force constructive algorithms geometry greedy implementation 1700.0
1292.0,A,NEKO's Maze Game,1400.0,data structures dsu implementation,9569.0,data structures dsu implementation 1400.0
1291.0,F,Coffee Varieties (easy version),2800.0,graphs interactive,195.0,graphs interactive 2800.0
1291.0,B,Array Sharpening,1300.0,greedy implementation,9505.0,greedy implementation 1300.0
1291.0,A,Even But Not Even,900.0,greedy math strings,12993.0,greedy math strings 900.0
1290.0,F,Making Shapes,3500.0,dp,52.0,dp 3500.0
1290.0,E,Cartesian Tree ,3300.0,data structures,83.0,data structures 3300.0
1290.0,D,Coffee Varieties (hard version),3000.0,constructive algorithms graphs interactive,277.0,constructive algorithms graphs interactive 3000.0
1290.0,C,Prefix Enlightenment,2400.0,dfs and similar dsu graphs,945.0,dfs and similar dsu graphs 2400.0
1290.0,B,Irreducible Anagrams,1800.0,binary search constructive algorithms data structures strings two pointers,3308.0,binary search constructive algorithms data structures strings two pointers 1800.0
1290.0,A,Mind Control,1600.0,brute force data structures implementation,6167.0,brute force data structures implementation 1600.0
1288.0,F,Red-Blue Graph,2900.0,constructive algorithms flows,186.0,constructive algorithms flows 2900.0
1288.0,E,Messenger Simulator,2000.0,data structures,2047.0,data structures 2000.0
1288.0,D,Minimax Problem,2000.0,binary search bitmasks dp,3803.0,binary search bitmasks dp 2000.0
1288.0,C,Two Arrays,1600.0,combinatorics dp,7054.0,combinatorics dp 1600.0
1288.0,B,Yet Another Meme Problem,1100.0,math,12085.0,math 1100.0
1288.0,A,Deadline,1100.0,binary search brute force math ternary search,12535.0,binary search brute force math ternary search 1100.0
1287.0,B,Hyperset,1500.0,brute force data structures implementation,6800.0,brute force data structures implementation 1500.0
1287.0,A,Angry Students,800.0,greedy implementation,14546.0,greedy implementation 800.0
1286.0,F,Harry The Potter,3100.0,brute force constructive algorithms dp fft implementation math,91.0,brute force constructive algorithms dp fft implementation math 3100.0
1286.0,E,Fedya the Potter Strikes Back,3200.0,data structures strings,78.0,data structures strings 3200.0
1286.0,D,LCC,3100.0,data structures math matrices probabilities,247.0,data structures math matrices probabilities 3100.0
1286.0,C2,Madhouse (Hard version),2800.0,brute force constructive algorithms hashing interactive math,356.0,brute force constructive algorithms hashing interactive math 2800.0
1286.0,C1,Madhouse (Easy version),2400.0,brute force constructive algorithms interactive math,812.0,brute force constructive algorithms interactive math 2400.0
1286.0,B,Numbers on Tree,1800.0,constructive algorithms data structures dfs and similar graphs greedy trees,2937.0,constructive algorithms data structures dfs and similar graphs greedy trees 1800.0
1286.0,A,Garland,1800.0,dp greedy sortings,5454.0,dp greedy sortings 1800.0
1285.0,F,Classical?,2900.0,binary search combinatorics number theory,477.0,binary search combinatorics number theory 2900.0
1285.0,E,Delete a Segment,2300.0,brute force constructive algorithms data structures dp graphs sortings trees two pointers,1085.0,brute force constructive algorithms data structures dp graphs sortings trees two pointers 2300.0
1285.0,D,Dr. Evil Underscores,1900.0,bitmasks brute force dfs and similar divide and conquer dp greedy strings trees,4551.0,bitmasks brute force dfs and similar divide and conquer dp greedy strings trees 1900.0
1285.0,C,Fadi and LCM,1400.0,brute force math number theory,11603.0,brute force math number theory 1400.0
1285.0,B,Just Eat It!,1300.0,dp greedy implementation,12087.0,dp greedy implementation 1300.0
1285.0,A,Mezo Playing Zoma,800.0,math,19152.0,math 800.0
1284.0,G,Seollal,3300.0,graphs,54.0,graphs 3300.0
1284.0,F,New Year and Social Network,3200.0,data structures graph matchings graphs math trees,140.0,data structures graph matchings graphs math trees 3200.0
1284.0,E,New Year and Castle Construction,2500.0,combinatorics geometry math sortings,728.0,combinatorics geometry math sortings 2500.0
1284.0,D,New Year and Conference,2100.0,binary search data structures hashing sortings,2147.0,binary search data structures hashing sortings 2100.0
1284.0,C,New Year and Permutation,1600.0,combinatorics math,5659.0,combinatorics math 1600.0
1284.0,B,New Year and Ascent Sequence,1400.0,binary search combinatorics data structures dp implementation sortings,7790.0,binary search combinatorics data structures dp implementation sortings 1400.0
1284.0,A,New Year and Naming,800.0,implementation strings,14978.0,implementation strings 800.0
1283.0,F,DIY Garland,2200.0,constructive algorithms greedy trees,888.0,constructive algorithms greedy trees 2200.0
1283.0,E,New Year Parties,1800.0,dp greedy,3972.0,dp greedy 1800.0
1283.0,D,Christmas Trees,1800.0,graphs greedy shortest paths,4493.0,graphs greedy shortest paths 1800.0
1283.0,C,Friends and Gifts,1500.0,constructive algorithms data structures math,8115.0,constructive algorithms data structures math 1500.0
1283.0,B,Candies Division,900.0,math,14600.0,math 900.0
1283.0,A,Minutes Before the New Year,800.0,math,20465.0,math 800.0
1282.0,E,The Cake Is a Lie,2400.0,constructive algorithms data structures dfs and similar graphs,692.0,constructive algorithms data structures dfs and similar graphs 2400.0
1282.0,D,Enchanted Artifact,2300.0,constructive algorithms interactive strings,1454.0,constructive algorithms interactive strings 2300.0
1282.0,C,Petya and Exam,1800.0,greedy sortings two pointers,3058.0,greedy sortings two pointers 1800.0
1282.0,B2,K for the Price of One (Hard Version),1600.0,dp greedy sortings,6587.0,dp greedy sortings 1600.0
1282.0,B1,K for the Price of One (Easy Version),1400.0,dp greedy sortings,7717.0,dp greedy sortings 1400.0
1282.0,A,Temporarily unavailable,900.0,implementation math,11152.0,implementation math 900.0
1281.0,B,Azamon Web Services,1600.0,greedy,5429.0,greedy 1600.0
1281.0,A,Suffix Three,800.0,implementation,13731.0,implementation 800.0
1280.0,F,Intergalactic Sliding Puzzle,3400.0,combinatorics constructive algorithms math,30.0,combinatorics constructive algorithms math 3400.0
1280.0,E,Kirchhoff's Current Loss,2900.0,math,103.0,math 2900.0
1280.0,D,Miss Punyverse,2500.0,dp greedy trees,408.0,dp greedy trees 2500.0
1280.0,C,Jeremy Bearimy,2000.0,dfs and similar graphs greedy trees,1565.0,dfs and similar graphs greedy trees 2000.0
1280.0,B,Beingawesomeism,1800.0,implementation math,2626.0,implementation math 1800.0
1280.0,A,Cut and Paste,1700.0,implementation math,3479.0,implementation math 1700.0
1279.0,F,New Year and Handle Change,2800.0,binary search dp,378.0,binary search dp 2800.0
1279.0,E,New Year Permutations,2700.0,combinatorics dp,216.0,combinatorics dp 2700.0
1279.0,D,Santa's Bot,1700.0,combinatorics math probabilities,3590.0,combinatorics math probabilities 1700.0
1279.0,C,Stack of Presents,1400.0,data structures implementation,7665.0,data structures implementation 1400.0
1279.0,B,Verse For Santa,1300.0,binary search brute force implementation,9236.0,binary search brute force implementation 1300.0
1279.0,A,New Year Garland,900.0,math,12227.0,math 900.0
1278.0,F,Cards,2600.0,combinatorics dp math number theory probabilities,584.0,combinatorics dp math number theory probabilities 2600.0
1278.0,E,Tests for problem D,2200.0,constructive algorithms dfs and similar divide and conquer trees,1149.0,constructive algorithms dfs and similar divide and conquer trees 2200.0
1278.0,D,Segment Tree,2100.0,data structures dsu graphs trees,2400.0,data structures dsu graphs trees 2100.0
1278.0,C,Berry Jam,1700.0,data structures dp greedy implementation,5217.0,data structures dp greedy implementation 1700.0
1278.0,B,A and B,1500.0,greedy math,8161.0,greedy math 1500.0
1278.0,A,Shuffle Hashing,1000.0,brute force implementation strings,10176.0,brute force implementation strings 1000.0
1277.0,D,Let's Play the Words?,1900.0,data structures hashing implementation math,2159.0,data structures hashing implementation math 1900.0
1277.0,B,Make Them Odd,1200.0,greedy number theory,8158.0,greedy number theory 1200.0
1277.0,A,"Happy Birthday, Polycarp!",1000.0,implementation,8914.0,implementation 1000.0
1276.0,F,Asterisk Substrings,3400.0,string suffix structures,90.0,string suffix structures 3400.0
1276.0,E,Four Stones,3500.0,constructive algorithms,29.0,constructive algorithms 3500.0
1276.0,D,Tree Elimination,2900.0,dp trees,180.0,dp trees 2900.0
1276.0,C,Beautiful Rectangle,2300.0,brute force combinatorics constructive algorithms data structures greedy math,972.0,brute force combinatorics constructive algorithms data structures greedy math 2300.0
1276.0,B,Two Fairs,1900.0,combinatorics dfs and similar dsu graphs,2959.0,combinatorics dfs and similar dsu graphs 1900.0
1276.0,A,As Simple as One and Two,1400.0,dp greedy,7813.0,dp greedy 1400.0
1275.0,F,Шардирование постов,,*special binary search interactive,91.0,*special binary search interactive nan
1275.0,E3,Контрольная сумма,,*special,56.0,*special nan
1275.0,E2,Контрольная сумма,,*special,130.0,*special nan
1275.0,E1,Контрольная сумма,,*special,254.0,*special nan
1275.0,D,Storage2,,*special,419.0,*special nan
1275.0,C,#define Задача B ...,,*special,655.0,*special nan
1275.0,B,Code Review,,*special,808.0,*special nan
1275.0,A,Скрытый друг,,*special,870.0,*special nan
1272.0,F,Two Bracket Sequences,2200.0,dp strings two pointers,1001.0,dp strings two pointers 2200.0
1272.0,E,Nearest Opposite Parity,1900.0,dfs and similar graphs shortest paths,3149.0,dfs and similar graphs shortest paths 1900.0
1272.0,D,Remove One Element,1500.0,brute force dp,8303.0,brute force dp 1500.0
1272.0,C,Yet Another Broken Keyboard,1200.0,combinatorics dp implementation,11905.0,combinatorics dp implementation 1200.0
1272.0,B,Snow Walking Robot,1200.0,constructive algorithms greedy implementation,9315.0,constructive algorithms greedy implementation 1200.0
1272.0,A,Three Friends,900.0,brute force greedy math sortings,13738.0,brute force greedy math sortings 900.0
1271.0,F,Divide The Students,2700.0,brute force,99.0,brute force 2700.0
1271.0,E,Common Number,2100.0,binary search combinatorics dp math,1997.0,binary search combinatorics dp math 2100.0
1271.0,D,Portals,2100.0,data structures dp greedy implementation sortings,1553.0,data structures dp greedy implementation sortings 2100.0
1271.0,C,Shawarma Tent,1300.0,brute force geometry greedy implementation,7267.0,brute force geometry greedy implementation 1300.0
1271.0,B,Blocks,1300.0,greedy math,7605.0,greedy math 1300.0
1271.0,A,Suits,800.0,brute force greedy math,11529.0,brute force greedy math 800.0
1270.0,I,Xor on Figures,3500.0,constructive algorithms fft math,79.0,constructive algorithms fft math 3500.0
1270.0,H,Number of Components,3300.0,data structures,172.0,data structures 3300.0
1270.0,G,Subset with Zero Sum,2700.0,constructive algorithms dfs and similar graphs math,792.0,constructive algorithms dfs and similar graphs math 2700.0
1270.0,F,Awesome Substrings,2600.0,math strings,592.0,math strings 2600.0
1270.0,E,Divide Points,2300.0,constructive algorithms geometry math,1454.0,constructive algorithms geometry math 2300.0
1270.0,D,Strange Device,1900.0,constructive algorithms interactive math sortings,3331.0,constructive algorithms interactive math sortings 1900.0
1270.0,C,Make Good,1400.0,bitmasks constructive algorithms math,8619.0,bitmasks constructive algorithms math 1400.0
1270.0,B,Interesting Subarray,1200.0,constructive algorithms greedy math,10638.0,constructive algorithms greedy math 1200.0
1270.0,A,Card Game,800.0,games greedy math,13378.0,games greedy math 800.0
1269.0,B,Modulo Equality,1500.0,brute force sortings,6389.0,brute force sortings 1500.0
1269.0,A,Equation,800.0,brute force math,13040.0,brute force math 800.0
1268.0,E,Happy Cactus,3400.0,dp,78.0,dp 3400.0
1268.0,D,Invertation in Tournament,3200.0,brute force divide and conquer graphs math,136.0,brute force divide and conquer graphs math 3200.0
1268.0,C,K Integers,2300.0,binary search data structures,1083.0,binary search data structures 2300.0
1268.0,B,Domino for Young,2000.0,dp greedy math,3740.0,dp greedy math 2000.0
1268.0,A,Long Beautiful Integer,1700.0,constructive algorithms greedy implementation strings,5940.0,constructive algorithms greedy implementation strings 1700.0
1267.0,L,Lexicography,1800.0,constructive algorithms strings,1642.0,constructive algorithms strings 1800.0
1267.0,K,Key Storage,2100.0,combinatorics math,1012.0,combinatorics math 2100.0
1267.0,J,Just Arrange the Icons,1800.0,greedy implementation math,1451.0,greedy implementation math 1800.0
1267.0,I,Intriguing Selection,2600.0,brute force constructive algorithms implementation interactive sortings,440.0,brute force constructive algorithms implementation interactive sortings 2600.0
1267.0,H,Help BerLine,3200.0,constructive algorithms,43.0,constructive algorithms 3200.0
1267.0,G,Game Relics,3000.0,math probabilities,155.0,math probabilities 3000.0
1267.0,F,Foolprüf Security,2600.0,graphs,283.0,graphs 2600.0
1267.0,E,Elections,1700.0,greedy,1730.0,greedy 1700.0
1267.0,D,DevOps Best Practices,2800.0,constructive algorithms,134.0,constructive algorithms 2800.0
1267.0,C,Cactus Revenge,3500.0,constructive algorithms,329.0,constructive algorithms 3500.0
1267.0,B,Balls of Buma,900.0,,2138.0, 900.0
1267.0,A,Apprentice Learning Trajectory,2400.0,,509.0, 2400.0
1266.0,H,Red-Blue Graph,3400.0,dp graphs math matrices meet-in-the-middle,28.0,dp graphs math matrices meet-in-the-middle 3400.0
1266.0,G,Permutation Concatenation,3300.0,string suffix structures,33.0,string suffix structures 3300.0
1266.0,F,Almost Same Distance,2900.0,dfs and similar graphs,177.0,dfs and similar graphs 2900.0
1266.0,E,Spaceship Solitaire,2100.0,data structures greedy implementation,1529.0,data structures greedy implementation 2100.0
1266.0,D,Decreasing Debts,2000.0,constructive algorithms data structures graphs greedy implementation math two pointers,2643.0,constructive algorithms data structures graphs greedy implementation math two pointers 2000.0
1266.0,C,Diverse Matrix,1400.0,constructive algorithms greedy math number theory,6727.0,constructive algorithms greedy math number theory 1400.0
1266.0,B,Dice Tower,1000.0,constructive algorithms math,9266.0,constructive algorithms math 1000.0
1266.0,A,Competitive Programmer,1000.0,chinese remainder theorem math,9492.0,chinese remainder theorem math 1000.0
1265.0,E,Beautiful Mirrors,2100.0,data structures dp math probabilities,1599.0,data structures dp math probabilities 2100.0
1265.0,B,Beautiful Numbers,1300.0,data structures implementation math two pointers,8318.0,data structures implementation math two pointers 1300.0
1265.0,A,Beautiful String,1000.0,constructive algorithms greedy,10422.0,constructive algorithms greedy 1000.0
1264.0,F,Beautiful Fibonacci Problem,3500.0,constructive algorithms number theory,79.0,constructive algorithms number theory 3500.0
1264.0,E,Beautiful League,2700.0,constructive algorithms flows graph matchings,263.0,constructive algorithms flows graph matchings 2700.0
1264.0,D2,Beautiful Bracket Sequence (hard version),2900.0,combinatorics probabilities,227.0,combinatorics probabilities 2900.0
1264.0,D1,Beautiful Bracket Sequence (easy version),2600.0,combinatorics dp probabilities,561.0,combinatorics dp probabilities 2600.0
1264.0,C,Beautiful Mirrors with queries,2400.0,data structures probabilities,735.0,data structures probabilities 2400.0
1264.0,B,Beautiful Sequence,1900.0,brute force constructive algorithms greedy,4175.0,brute force constructive algorithms greedy 1900.0
1264.0,A,Beautiful Regional Contest,1500.0,greedy implementation,7397.0,greedy implementation 1500.0
1263.0,F,Economic Difficulties,2400.0,data structures dfs and similar dp flows graphs trees,538.0,data structures dfs and similar dp flows graphs trees 2400.0
1263.0,E,Editor,2100.0,data structures implementation,1881.0,data structures implementation 2100.0
1263.0,D,Secret Passwords,1500.0,dfs and similar dsu graphs,7160.0,dfs and similar dsu graphs 1500.0
1263.0,C,Everyone is a Winner!,1400.0,binary search math meet-in-the-middle number theory,8460.0,binary search math meet-in-the-middle number theory 1400.0
1263.0,B,PIN Codes,1400.0,greedy implementation,7534.0,greedy implementation 1400.0
1263.0,A,Sweet Problem,1100.0,math,11133.0,math 1100.0
1261.0,F,Xor-Set,3100.0,bitmasks divide and conquer math,141.0,bitmasks divide and conquer math 3100.0
1260.0,F,Colored Tree,2700.0,data structures trees,241.0,data structures trees 2700.0
1260.0,E,Tournament,2400.0,brute force dp greedy,1094.0,brute force dp greedy 2400.0
1260.0,D,A Game with Traps,1900.0,binary search dp greedy sortings,2604.0,binary search dp greedy sortings 1900.0
1260.0,C,Infinite Fence,1700.0,greedy math number theory,5691.0,greedy math number theory 1700.0
1260.0,B,Obtain Two Zeroes,1300.0,binary search math,9708.0,binary search math 1300.0
1260.0,A,Heating,1000.0,math,9630.0,math 1000.0
1257.0,G,Divisor Set,2600.0,divide and conquer fft greedy math number theory,343.0,divide and conquer fft greedy math number theory 2600.0
1257.0,F,Make Them Similar,2400.0,bitmasks brute force hashing meet-in-the-middle,1224.0,bitmasks brute force hashing meet-in-the-middle 2400.0
1257.0,E,The Contest,2000.0,data structures dp greedy,2869.0,data structures dp greedy 2000.0
1257.0,D,Yet Another Monster Killing Problem,1700.0,binary search data structures dp greedy sortings two pointers,5100.0,binary search data structures dp greedy sortings two pointers 1700.0
1257.0,C,Dominated Subarray,1200.0,greedy implementation sortings strings two pointers,10515.0,greedy implementation sortings strings two pointers 1200.0
1257.0,B,Magic Stick,1000.0,math,12553.0,math 1000.0
1257.0,A,Two Rival Students,800.0,greedy math,15615.0,greedy math 800.0
1256.0,F,Equalizing Two Strings,2000.0,constructive algorithms sortings strings,1988.0,constructive algorithms sortings strings 2000.0
1256.0,E,Yet Another Division Into Teams,2000.0,dp greedy sortings,2462.0,dp greedy sortings 2000.0
1256.0,D,Binary String Minimizing,1500.0,greedy,7629.0,greedy 1500.0
1256.0,C,Platforms Jumping,1700.0,greedy,4814.0,greedy 1700.0
1256.0,B,Minimize the Permutation,1400.0,greedy,8918.0,greedy 1400.0
1256.0,A,Payment Without Change,1000.0,math,16933.0,math 1000.0
1255.0,C,League of Leesins,1600.0,constructive algorithms implementation,4696.0,constructive algorithms implementation 1600.0
1255.0,B,Fridge Lockers,1100.0,graphs implementation,8156.0,graphs implementation 1100.0
1255.0,A,Changing Volume,800.0,math,12529.0,math 800.0
1254.0,E,Send Tree to Charlie,3300.0,combinatorics dfs and similar dsu trees,106.0,combinatorics dfs and similar dsu trees 3300.0
1254.0,D,Tree Queries,2700.0,data structures probabilities trees,512.0,data structures probabilities trees 2700.0
1254.0,C,Point Ordering,2300.0,constructive algorithms geometry interactive math,861.0,constructive algorithms geometry interactive math 2300.0
1254.0,B2,Send Boxes to Alice (Hard Version),2100.0,constructive algorithms greedy math number theory ternary search two pointers,1967.0,constructive algorithms greedy math number theory ternary search two pointers 2100.0
1254.0,B1,Send Boxes to Alice (Easy Version),1800.0,constructive algorithms greedy math number theory ternary search two pointers,2881.0,constructive algorithms greedy math number theory ternary search two pointers 1800.0
1254.0,A,Feeding Chicken,1700.0,constructive algorithms greedy implementation,3688.0,constructive algorithms greedy implementation 1700.0
1253.0,F,Cheap Robot,2500.0,binary search dsu graphs shortest paths trees,669.0,binary search dsu graphs shortest paths trees 2500.0
1253.0,E,Antenna Coverage,2200.0,data structures dp greedy sortings,1777.0,data structures dp greedy sortings 2200.0
1253.0,D,Harmonious Graph,1700.0,constructive algorithms dfs and similar dsu graphs greedy sortings,5444.0,constructive algorithms dfs and similar dsu graphs greedy sortings 1700.0
1253.0,C,Sweets Eating,1500.0,dp greedy math sortings,8091.0,dp greedy math sortings 1500.0
1253.0,B,Silly Mistake,1400.0,greedy implementation,7509.0,greedy implementation 1400.0
1253.0,A,Single Push,1000.0,implementation,11478.0,implementation 1000.0
1252.0,L,Road Construction,2300.0,flows graphs,391.0,flows graphs 2300.0
1252.0,K,Addition Robot,2100.0,data structures math matrices,1204.0,data structures math matrices 2100.0
1252.0,J,Tiling Terrace,2300.0,brute force dp,488.0,brute force dp 2300.0
1252.0,I,Mission Possible,3000.0,,24.0, 3000.0
1252.0,H,Twin Buildings,1800.0,greedy implementation,1873.0,greedy implementation 1800.0
1252.0,G,Performance Review,2100.0,data structures,926.0,data structures 2100.0
1252.0,F,Regular Forestation,2400.0,hashing trees,542.0,hashing trees 2400.0
1252.0,E,Songwriter,2200.0,greedy two pointers,847.0,greedy two pointers 2200.0
1252.0,D,Find String in a Grid,3000.0,data structures dp strings trees,126.0,data structures dp strings trees 3000.0
1252.0,C,Even Path,1600.0,data structures implementation,2476.0,data structures implementation 1600.0
1252.0,B,Cleaning Robots,2300.0,dp trees,352.0,dp trees 2300.0
1252.0,A,Copying Homework,1000.0,,3910.0, 1000.0
1251.0,F,Red-White Fence,2500.0,combinatorics fft,359.0,combinatorics fft 2500.0
1251.0,E2,Voting (Hard Version),2400.0,binary search data structures greedy,1315.0,binary search data structures greedy 2400.0
1251.0,E1,Voting (Easy Version),2300.0,data structures dp greedy,1222.0,data structures dp greedy 2300.0
1251.0,D,Salary Changing,1900.0,binary search greedy sortings,3735.0,binary search greedy sortings 1900.0
1251.0,C,Minimize The Integer,1600.0,greedy two pointers,7102.0,greedy two pointers 1600.0
1251.0,B,Binary Palindromes,1400.0,greedy strings,7523.0,greedy strings 1400.0
1251.0,A,Broken Keyboard,1000.0,brute force strings two pointers,11736.0,brute force strings two pointers 1000.0
1250.0,N,Wires,2000.0,dfs and similar graphs greedy,1117.0,dfs and similar graphs greedy 2000.0
1250.0,M,SmartGarden,2500.0,constructive algorithms divide and conquer,259.0,constructive algorithms divide and conquer 2500.0
1250.0,L,Divide The Students,1500.0,binary search greedy math,2443.0,binary search greedy math 1500.0
1250.0,K,Projectors,3100.0,flows graphs,67.0,flows graphs 3100.0
1250.0,J,The Parade,1800.0,binary search greedy,1724.0,binary search greedy 1800.0
1250.0,I,Show Must Go On,3100.0,binary search brute force greedy shortest paths,94.0,binary search brute force greedy shortest paths 3100.0
1250.0,H,Happy Birthday,1500.0,math,2641.0,math 1500.0
1250.0,G,Discarding Game,2300.0,dp greedy two pointers,535.0,dp greedy two pointers 2300.0
1250.0,F,Data Center,800.0,brute force implementation,4511.0,brute force implementation 800.0
1250.0,E,The Coronation,2300.0,graphs implementation,573.0,graphs implementation 2300.0
1250.0,D,Conference Problem,3000.0,dp,63.0,dp 3000.0
1250.0,C,Trip to Saint Petersburg,2100.0,data structures,938.0,data structures 2100.0
1250.0,B,The Feast and the Bus,1800.0,brute force constructive algorithms greedy math,1747.0,brute force constructive algorithms greedy math 1800.0
1250.0,A,Berstagram,1400.0,implementation,2651.0,implementation 1400.0
1249.0,F,Maximum Weight Subset,2200.0,dp trees,1065.0,dp trees 2200.0
1249.0,E,By Elevator or Stairs?,1700.0,dp shortest paths,5320.0,dp shortest paths 1700.0
1249.0,D2,Too Many Segments (hard version),1800.0,data structures greedy sortings,2944.0,data structures greedy sortings 1800.0
1249.0,D1,Too Many Segments (easy version),1800.0,greedy,3021.0,greedy 1800.0
1249.0,C2,Good Numbers (hard version),1500.0,binary search greedy math meet-in-the-middle,7879.0,binary search greedy math meet-in-the-middle 1500.0
1249.0,C1,Good Numbers (easy version),1300.0,brute force greedy implementation,9584.0,brute force greedy implementation 1300.0
1249.0,B2,Books Exchange (hard version),1300.0,dfs and similar dsu math,10029.0,dfs and similar dsu math 1300.0
1249.0,B1,Books Exchange (easy version),1000.0,dsu math,13146.0,dsu math 1000.0
1249.0,A,Yet Another Dividing into Teams,800.0,math,16147.0,math 800.0
1248.0,D1,The World Is Just a Programming Task (Easy Version),2000.0,brute force dp greedy implementation,1687.0,brute force dp greedy implementation 2000.0
1248.0,B,Grow The Tree,900.0,greedy math sortings,10803.0,greedy math sortings 900.0
1248.0,A,Integer Points,1000.0,geometry math,9970.0,geometry math 1000.0
1246.0,F,Cursor Distance,3500.0,,52.0, 3500.0
1245.0,F,Daniel and Spring Cleaning,2300.0,bitmasks brute force combinatorics dp,1101.0,bitmasks brute force combinatorics dp 2300.0
1245.0,E,Hyakugoku and Ladders,2300.0,dp probabilities shortest paths,826.0,dp probabilities shortest paths 2300.0
1245.0,D,Shichikuji and Power Grid,1900.0,dsu graphs greedy shortest paths trees,3601.0,dsu graphs greedy shortest paths trees 1900.0
1245.0,C,Constanze's Machine,1400.0,dp,9186.0,dp 1400.0
1245.0,B,Restricted RPS,1200.0,constructive algorithms dp greedy,9516.0,constructive algorithms dp greedy 1200.0
1245.0,A,Good ol' Numbers Coloring,1000.0,math number theory,10720.0,math number theory 1000.0
1244.0,G,Running in Pairs,2400.0,constructive algorithms greedy math,916.0,constructive algorithms greedy math 2400.0
1244.0,F,Chips,2300.0,constructive algorithms implementation,977.0,constructive algorithms implementation 2300.0
1244.0,E,Minimizing Difference,2000.0,binary search constructive algorithms greedy sortings ternary search two pointers,3125.0,binary search constructive algorithms greedy sortings ternary search two pointers 2000.0
1244.0,D,Paint the Tree,1800.0,brute force constructive algorithms dp graphs implementation trees,4788.0,brute force constructive algorithms dp graphs implementation trees 1800.0
1244.0,C,The Football Season,2000.0,brute force math number theory,5153.0,brute force math number theory 2000.0
1244.0,B,Rooms and Staircases,1000.0,brute force implementation,10330.0,brute force implementation 1000.0
1244.0,A,Pens and Pencils,800.0,math,14132.0,math 800.0
1243.0,B2,Character Swap (Hard Version),1600.0,strings,5053.0,strings 1600.0
1243.0,B1,Character Swap (Easy Version),1000.0,strings,10460.0,strings 1000.0
1243.0,A,Maximum Square,800.0,implementation,11983.0,implementation 800.0
1242.0,E,Planar Perimeter,3200.0,constructive algorithms graphs,54.0,constructive algorithms graphs 3200.0
1242.0,D,Number Discovery,3400.0,math,87.0,math 3400.0
1242.0,C,Sum Balance,2400.0,bitmasks dfs and similar dp graphs,1008.0,bitmasks dfs and similar dp graphs 2400.0
1242.0,B,0-1 MST,1900.0,dfs and similar dsu graphs sortings,3914.0,dfs and similar dsu graphs sortings 1900.0
1242.0,A,Tile Painting,1500.0,constructive algorithms math number theory,8552.0,constructive algorithms math number theory 1500.0
1240.0,F,Football,3100.0,graphs,65.0,graphs 3100.0
1239.0,F,"Swiper, no swiping!",3400.0,graphs implementation,56.0,graphs implementation 3400.0
1239.0,E,Turtle,3100.0,dp implementation,255.0,dp implementation 3100.0
1239.0,D,Catowice City,2400.0,2-sat dfs and similar graph matchings graphs,991.0,2-sat dfs and similar graph matchings graphs 2400.0
1239.0,C,Queue in the Train,2300.0,data structures greedy implementation,919.0,data structures greedy implementation 2300.0
